ghi;irrdiffuse;temperature;wind;hydro;load_residential;load_commercial;load_industrial;load_community
kW/m2;kW/m2;Degrees;m/s;m3/s;kW;kW;kW;kW
0;0;26;2.45;1.9321;186;4.6706;43.56632;14.715
0.013;0.013;26;2.1;1.9321;221;3.905628571;36.430744;20.508
0.073;0.073;26;1.85;1.9321;231;9.563328571;38.230472;30.1295
0.258;0.225;27;1.75;1.9321;244;21.35164286;42.677828;38.4395
0.551;0.319;27;1.65;1.9321;251;21.03124286;42.037408;37.863
0.828;0.158;27;1.65;1.9321;259;22.23257143;44.438608;40.0255
0.919;0.161;28;1.75;1.9321;264;24.31811429;48.607212;43.78
0.938;0.162;28;2.1;1.9321;278;18.35535714;36.688808;33.0455
0.658;0.452;28;2.35;1.9321;281;23.72187143;47.41544;42.7065
0.24;0.23;28;2.9;1.9321;267;22.26518571;44.5038;40.084
0.241;0.229;27;3.25;1.9321;263;19.99832857;39.972812;36.003
0.014;0.014;27;3.25;1.9321;266;22.72405714;45.421012;46.024
0.005;0.005;27;3.05;1.9321;284;10.16358571;25.39382;28.59
0;0;27;2.8;1.9321;329;11.78541429;36.24118;48.963
0;0;26;2.55;1.9321;387;9.480471429;37.899244;51.2035
0;0;26;2.55;1.9321;380;5.109914286;47.664056;64.396
0;0;26;2.55;1.9321;339;3.572485714;33.323268;45.021
0;0;26;2.8;1.9321;275;4.225271429;39.412304;39.9355
0;0;26;3.05;1.9321;225;5.7237;53.389356;30.0545
0;0;26;3.4;1.2537;205;5.186685714;48.380248;12.1045
0;0;26;3.5;1.2537;194;4.901885714;45.723692;11.4395
0;0;26;3.4;1.2537;189;3.787857143;35.332192;8.84
0;0;26;3.4;1.2537;183;2.983242857;27.826928;6.962
0;0;26;3.4;1.2537;183;4.284328571;39.96328;9.9985
0;0;26;3.4;1.2537;189;5.27;49.157284;18.448
0.002;0.002;26;3.15;1.2537;220;4.744242857;44.253228;27.6795
0.126;0.118;27;3.05;1.2537;236;20.70961429;57.952348;50.7475
0.315;0.239;27;3.05;1.2537;249;27.25255714;38.130828;38.16
0.443;0.343;28;3.15;1.2537;252;22.70147143;31.763104;31.7875
0.538;0.424;28;3.05;1.2537;264;29.57551429;41.38102;41.413
0.679;0.473;28;3.05;1.2537;276;31.81452857;44.513764;44.548
0.768;0.382;28;3.15;1.2537;275;33.53082857;46.91516;46.951
0.708;0.436;28;3.05;1.2537;280;34.33492857;48.040224;48.077
0.622;0.364;28;3.05;1.2537;273;33.43648571;46.78316;46.819
0.432;0.291;28;3.05;1.2537;265;32.46281429;45.42084;45.456
0.363;0.127;27;3.05;1.2537;258;43.4216;60.75398;68.401
0.14;0.078;27;2.9;1.2537;272;17.91532857;31.333132;39.1965
0;0;27;2.8;1.2537;316;31.03405714;66.802716;100.281
0;0;27;2.7;1.2537;380;17.41907143;48.744296;73.1725
0;0;27;2.55;1.2537;378;5.334614286;49.760016;74.6975
0;0;27;2.45;1.2537;337;4.9707;46.365512;69.602
0;0;27;2.35;1.2537;273;4.634542857;43.229928;48.671
0;0;26;2.35;1.2537;233;4.200257143;39.179044;24.5055
0;0;26;2.45;0.4996;207;5.701042857;53.17796;13.3045
0;0;26;2.55;0.4996;195;5.021228571;46.8369;11.718
0;0;26;2.7;0.4996;190;4.158428571;38.788816;9.7045
0;0;26;2.7;0.4996;190;5.0555;47.15654;11.798
0;0;26;2.55;0.4996;188;5.200214286;48.506352;12.136
0;0;26;2.2;0.4996;192;4.226757143;39.426232;14.796
0.045;0.03;26;1.85;0.4996;222;6.941214286;64.746064;40.4975
0.191;0.125;27;1.75;0.4996;229;19.62955714;54.929964;48.1005
0.248;0.221;27;1.75;0.4996;241;51.95424286;72.692568;72.7485
0.58;0.302;28;1.75;0.4996;253;37.8524;52.961752;53.0025
0.618;0.422;28;1.65;0.4996;265;32.9265;46.069616;46.105
0.745;0.451;29;1.65;0.4996;263;38.29901429;53.586632;53.628
0.796;0.424;29;1.85;0.4996;270;29.29765714;40.992256;41.024
0.737;0.423;29;2.2;0.4996;284;40.63295714;56.852216;56.896
0.587;0.381;28;2.55;0.4996;276;36.89462857;51.621664;51.6615
0.336;0.284;28;2.8;0.4996;270;35.97258571;50.331568;50.3705
0.272;0.182;28;2.8;0.4996;265;32.58202857;45.587632;51.3255
0.143;0.072;27;2.7;0.4996;254;35.6443;62.340312;77.9855
0;0;27;2.35;0.4996;288;31.68368571;68.20108;102.3805
0;0;27;2.1;0.4996;288;12.85278571;35.966324;53.991
0;0;27;2;0.4996;380;4.561714286;42.55064;63.875
0;0;27;2.1;0.4996;360;4.716385714;43.993332;66.041
0;0;27;2.35;0.4996;301;5.3562;49.961436;56.25
0;0;26;2.55;0.4996;252;5.625171429;52.470224;32.819
0;0;26;2.8;0.4424;218;4.826471429;45.020252;11.2635
0;0;26;3.05;0.4424;203;4.477814286;41.768032;10.45
0;0;26;3.15;0.4424;198;5.063557143;47.231708;11.817
0;0;26;3.25;0.4424;192;5.130957143;47.860332;11.9745
0;0;26;3.4;0.4424;192;5.040371429;47.01538;11.763
0;0;26;3.5;0.4424;191;5.33;49.717056;18.658
0.019;0.019;26;3.6;0.4424;226;3.376114286;31.491608;19.6975
0.092;0.092;27;3.75;0.4424;236;18.82721429;52.684752;46.1345
0.212;0.2;27;3.75;0.4424;244;37.77494286;52.853368;52.894
0.411;0.337;28;3.6;0.4424;253;37.69664286;52.74382;52.7845
0.64;0.417;28;3.4;0.4424;267;35.18408571;49.228336;49.266
0.766;0.439;28;3.15;0.4424;296;30.69547143;42.948024;42.981
0.72;0.48;28;3.15;0.4424;308;34.46402857;48.220848;48.258
0.764;0.387;28;3.5;0.4424;307;41.95401429;58.700576;58.7455
0.608;0.373;28;4.1;0.4424;305;47.2374;66.09292;66.144
0.521;0.246;28;4.8;0.4424;289;34.88054286;48.803624;48.841
0.371;0.109;27;4.8;0.4424;278;33.37918571;46.702984;52.5815
0.144;0.071;27;4.3;0.4424;272;27.55208571;48.187384;60.2805
0;0;27;3.75;0.4424;295;18.79104286;40.44888;60.72
0;0;26;3.5;0.4424;403;18.8352;52.707096;79.1215
0;0;26;3.5;0.4424;405;5.5532;51.798932;77.758
0;0;26;3.6;0.4424;379;5.475285714;51.072196;76.667
0;0;26;3.95;0.4424;338;4.627614286;43.16534;48.5985
0;0;26;4.1;0.4424;283;6.9266;64.609748;40.412
0;0;26;3.75;0.6735;243;3.631885714;33.87744;8.476
0;0;25;2.8;0.6735;226;3.987471429;37.194252;9.3055
0;0;25;2;0.6735;216;4.170114286;38.89786;9.732
0;0;25;1.65;0.6735;207;4.260771429;39.743504;9.9435
0;0;25;1.75;0.6735;204;5.058985714;47.189044;11.8065
0;0;25;2;0.6735;205;4.334228571;40.428708;15.1725
0.002;0.002;25;2.35;0.6735;217;4.692428571;43.769896;27.377
0.025;0.025;26;2.7;0.6735;235;18.16184286;50.822812;44.504
0.124;0.124;26;3.25;0.6735;261;31.12245714;43.545448;43.579
0.339;0.306;26;3.95;0.6735;264;24.66298571;34.507576;34.534
0.511;0.42;27;4.9;0.6735;270;23.63355714;33.067252;33.0925
0.628;0.479;27;5.95;0.6735;282;24.91442857;34.859408;34.886
0.662;0.49;27;6.65;0.6735;296;35.81128571;50.105904;50.1445
0.578;0.457;27;7.1;0.6735;298;23.3854;32.720044;32.745
0.553;0.39;27;7;0.6735;230;27.78395714;38.874332;38.904
0.407;0.296;27;6.3;0.6735;275;25.0317;35.023476;35.0505
0.255;0.186;27;5.25;0.6735;281;30.72902857;42.99498;48.4065
0.071;0.071;26;4.2;0.6735;261;11.92298571;20.852788;26.086
0;0;26;3.5;0.6735;291;18.02494286;38.799804;58.2445
0;0;26;3.15;0.6735;395;13.6768;38.27222;57.4525
0;0;26;2.7;0.6735;397;6.259;58.382552;87.641
0;0;26;2.35;0.6735;374;4.019228571;37.490404;56.279
0;0;26;2.45;0.6735;333;4.075671429;38.016896;42.802
0;0;26;2.8;0.6735;290;4.243428571;39.581696;24.7575
0;0;26;3.25;0.7313;260;6.154928571;57.411712;14.364
0;0;26;3.6;0.7313;239;6.2381;58.187524;14.558
0;0;26;3.75;0.7313;200;5.957728571;55.572236;13.9035
0;0;26;3.6;0.7313;221;5.372828571;50.116508;12.539
0;0;25;3.6;0.7313;213;5.547328571;51.744168;12.946
0;0;25;3.6;0.7313;214;3.426914286;31.965476;11.9965
0.002;0.002;26;3.6;0.7313;207;4.208542857;39.256248;24.554
0.137;0.123;26;3.85;0.7313;226;16.26824286;45.5239;39.864
0.111;0.111;26;4.1;0.7313;251;32.40375714;45.338192;45.373
0.345;0.31;27;4.1;0.7313;270;42.72818571;59.783768;59.83
0.608;0.426;27;4.2;0.7313;272;35.56225714;49.757456;49.7955
0.678;0.477;27;4.2;0.7313;295;33.48062857;46.84492;46.881
0.645;0.491;27;4.1;0.7313;315;39.90208571;55.829608;55.8725
0.431;0.393;27;4.1;0.7313;302;29.75434286;41.631232;41.6635
0.42;0.366;27;4.3;0.7313;287;40.1185;56.132396;56.1755
0.379;0.296;26;4.9;0.7313;276;32.64368571;45.673896;45.709
0.264;0.185;26;5.5;0.7313;262;34.08957143;47.696924;53.7005
0.104;0.079;26;5.85;0.7313;258;32.79322857;57.353908;71.7475
0;0;26;5.95;0.7313;287;20.23468571;43.556408;65.385
0;0;26;6.4;0.7313;387;19.68797143;55.093436;82.7035
0;0;26;6.55;0.7313;396;4.7003;43.843364;65.8155
0;0;26;6.3;0.7313;368;7.3369;68.436904;102.7345
0;0;26;5.95;0.7313;310;6.722728571;62.708068;70.601
0;0;26;5.95;0.7313;260;5.714714286;53.305552;33.3415
0;0;25;6.05;1.1358;231;3.329785714;31.059452;7.771
0;0;25;5.85;1.1358;222;5.6824;53.00404;13.261
0;0;25;5.6;1.1358;215;4.842842857;45.172868;11.302
0;0;25;5.6;1.1358;212;5.198057143;48.486328;12.131
0;0;25;5.95;1.1358;207;4.8349;45.098792;11.2835
0;0;25;6.3;1.1358;203;5.064242857;47.238084;15.955
0.002;0.002;25;6.75;1.1358;223;5.155542857;48.089696;27.0715
0.02;0.02;26;7.25;1.1358;241;10.18192857;40.703448;32.0785
0.01;0.01;26;7.7;1.1358;250;18.43507143;36.848156;33.189
0.04;0.04;26;8.05;1.1358;249;13.88697143;27.757376;25.001
0.123;0.123;26;8.3;1.1358;257;21.20188571;42.378488;38.17
0.121;0.121;26;8.4;1.1358;264;22.05664286;44.086984;39.709
0.189;0.181;27;8.3;1.1358;305;16.77294286;33.52588;30.1965
0.393;0.366;26;7.95;1.1358;293;12.07555714;24.136712;21.7395
0.361;0.331;26;7.6;1.1358;289;20.67534286;41.326016;37.222
0.202;0.197;26;7.1;1.1358;268;19.44734286;38.871484;35.011
0.131;0.131;26;6.65;1.1358;260;15.68815714;31.357588;31.774
0.091;0.078;26;5.95;1.1358;256;15.88808571;39.696512;44.693
0;0;26;5.25;1.1358;295;16.31965714;50.184364;67.801
0;0;26;4.8;1.1358;399;11.44874286;45.767656;61.834
0;0;26;4.45;1.1358;401;4.667642857;43.538752;58.8225
0;0;25;4.2;1.1358;366;3.955642857;36.897328;49.8495
0;0;25;4.1;1.1358;303;3.1199;29.101764;29.488
0;0;25;4.2;1.1358;251;3.490485714;32.558492;18.328
0;0;25;4.2;0.9625;225;5.674414286;52.9296;13.2425
0;0;25;4.2;0.9625;220;5.933242857;55.343916;13.8465
0;0;25;4.45;0.9625;215;4.646328571;43.33986;10.8435
0;0;25;4.55;0.9625;212;3.925457143;36.615724;9.161
0;0;25;4.55;0.9625;207;4.235142857;39.504428;9.8835
0;0;25;4.55;0.9625;180;3.8633;36.035956;12.1715
0.002;0.002;25;4.65;0.9625;253;5.030257143;46.921108;26.4135
0.037;0.037;25;5;0.9625;254;11.01305714;44.025956;34.697
0.065;0.065;25;5.35;0.9625;267;22.74008571;45.453032;40.939
0.19;0.186;26;5.6;0.9625;271;22.57201429;45.117108;40.6365
0.392;0.36;26;5.35;0.9625;280;19.48551429;38.947792;35.08
0.509;0.446;26;5.25;0.9625;295;19.4294;38.835612;34.979
0.478;0.432;26;5.15;0.9625;303;16.63001429;33.240188;29.939
0.557;0.454;26;5;0.9625;313;20.92652857;41.8281;37.674
0.264;0.253;26;4.8;0.9625;304;17.20874286;34.396952;30.981
0.226;0.218;26;4.65;0.9625;292;23.66262857;47.29704;42.6
0.151;0.148;26;4.45;0.9625;287;22.8175;45.607792;46.2135
0.049;0.049;26;4.2;0.9625;280;21.4318;53.547544;60.2875
0;0;25;4.1;0.9625;314;15.12182857;46.500932;62.8245
0;0;25;4.3;0.9625;423;12.22801429;48.882912;66.0425
0;0;25;4.65;0.9625;420;5.336757143;49.780072;67.255
0;0;25;4.8;0.9625;392;5.664457143;52.836788;71.3845
0;0;25;4.8;0.9625;335;4.024985714;37.5441;38.0425
0;0;25;4.55;0.9625;277;4.187257143;39.057748;21.987
0;0;25;4.2;1.1358;244;3.755357143;35.029144;8.764
0;0;24;3.85;1.1358;230;5.448457143;50.82192;12.7155
0;0;24;3.6;1.1358;215;4.267657143;39.807684;9.9595
0;0;24;3.5;1.1358;212;4.382971429;40.883356;10.2285
0;0;24;3.25;1.1358;207;3.715942857;34.661396;8.672
0;0;24;3.15;1.1358;223;5.2212;48.702176;18.2775
0.038;0.03;24;2.9;1.1358;258;4.455557143;41.560332;25.995
0.139;0.124;24;2.8;1.1358;269;16.50204286;46.178172;40.437
0.276;0.233;25;2.8;1.1358;276;25.09847143;35.116904;35.144
0.428;0.343;25;2.8;1.1358;281;26.9998;37.777176;37.806
0.557;0.43;25;2.9;1.1358;294;21.02665714;29.419764;29.4425
0.383;0.36;26;3.05;1.1358;305;20.38988571;28.528808;28.551
0.68;0.492;26;2.9;1.1358;311;32.14502857;44.976192;45.011
0.661;0.458;26;2.8;1.1358;310;17.81935714;24.932224;24.9515
0.79;0.104;26;2.55;1.1358;297;22.81731429;31.925188;31.9495
0.447;0.29;26;2.35;1.1358;285;27.84797143;38.963908;38.994
0.051;0.051;26;2.2;1.1358;278;35.86981429;50.187792;56.5045
0.023;0.023;25;2.2;1.1358;272;24.7131;43.222132;54.069
0;0;25;2.35;1.1358;311;23.07642857;49.673436;74.5675
0;0;25;2.45;1.1358;418;13.70871429;38.361508;57.5865
0;0;25;2.45;1.1358;418;2.8804;26.86776;40.3325
0;0;25;2.35;1.1358;387;4.574228571;42.66728;64.05
0;0;25;2;1.1358;329;4.5925;42.837772;48.2295
0;0;25;1.75;1.1358;275;3.488742857;32.542116;20.3545
0;0;25;1.4;0.7313;246;4.441985714;41.433756;10.3665
0;0;25;1.15;0.7313;189;4.011571429;37.418956;9.362
0;0;25;0.7;0.7313;217;4.811028571;44.8762;11.2275
0;0;25;0.6;0.7313;212;6.040585714;56.345108;14.097
0;0;24;1.05;0.7313;211;4.202;39.195236;9.8065
0;0;24;1.75;0.7313;230;1.6364;15.263984;5.7285
0.02;0.02;24;2.2;0.7313;267;3.497671429;32.625456;20.4065
0.074;0.074;25;2.35;0.7313;272;14.22394286;39.803272;34.8545
0.472;0.155;25;2.35;0.7313;273;22.11574286;30.943584;30.9675
0.513;0.34;26;2.2;0.7313;281;37.45411429;52.404492;52.445
0.827;0.198;27;2;0.7313;293;31.04882857;43.442428;43.476
0.683;0.479;27;2;0.7313;298;18.86797143;26.3994;26.4195
0.725;0.484;27;2;0.7313;311;29.66091429;41.500516;41.5325
0.665;0.458;27;1.85;0.7313;311;33.30191429;46.594868;46.6305
0.251;0.241;27;2;0.7313;301;18.4999;25.884404;25.9045
0.404;0.297;27;2.2;0.7313;278;23.03967143;32.236292;32.261
0.236;0.186;26;2.55;0.7313;277;20.17917143;28.233988;31.7875
0.037;0.037;26;2.8;0.7313;308;14.72832857;25.7592;32.224
0;0;26;2.7;0.7313;375;18.6637;40.174748;60.3085
0;0;25;3.85;0.7313;415;12.17157143;34.060064;51.1295
0;0;25;3.4;0.7313;406;4.888528571;45.599024;68.451
0;0;25;3.5;0.7313;368;4.818657143;44.947344;67.473
0;0;25;3.75;0.7313;313;3.970914286;37.03976;41.702
0;0;25;3.75;0.7313;259;5.349385714;49.897876;31.21
0;0;25;3.5;0.9371;230;6.1583;57.443204;14.372
0;0;24;3.25;0.9371;220;3.976485714;37.091744;9.28
0;0;24;2.9;0.9371;217;3.832971429;35.753128;8.945
0;0;24;2.45;0.9371;212;5.121171429;47.769076;11.9515
0;0;24;1.75;0.9371;211;3.267714286;30.480516;7.626
0;0;24;1.3;0.9371;456.8;4.0949;38.1963;14.3345
0.012;0.012;24;0.95;0.9371;262;3.844814286;35.863588;22.432
0.128;0.12;24;0.95;0.9371;257;15.41845714;43.145936;37.7815
0.299;0.239;24;1.4;0.9371;265;43.57655714;60.9708;61.0175
0.299;0.28;25;1.85;0.9371;283;24.29795714;33.996852;34.023
0.249;0.239;25;2.1;0.9371;299;18.86651429;26.397356;26.4175
0.57;0.472;25;2;0.9371;309;28.83252857;40.341452;40.3725
0.628;0.492;25;1.65;0.9371;309;31.66901429;44.31018;44.3445
0.367;0.345;25;1.15;0.9371;303;33.19642857;46.44728;46.483
0.646;0.358;25;0.7;0.9371;290;34.36202857;48.078148;48.115
0.198;0.193;25;0.35;0.9371;279;19.21518571;26.885208;26.906
0.007;0.007;25;0.25;0.9371;274;26.71588571;37.37994;42.085
0.059;0.059;25;0.6;0.9371;266;28.77184286;50.320688;62.949
0;0;25;1.15;0.9371;254;15.9915;34.422688;51.6735
0;0;25;1.75;0.9371;387;11.56342857;32.358272;48.5745
0;0;25;2.2;0.9371;396;2.885857143;26.918636;40.409
0;0;25;2.45;0.9371;375;2.7061;25.241828;37.892
0;0;24;2.35;0.9371;318;3.103614286;28.949816;32.5935
0;0;24;2.2;0.9371;266;5.105871429;47.626348;29.7895
0;0;24;2.2;1.118;236;6.158457143;57.444664;14.372
0;0;25;2.35;1.118;220;4.649442857;43.368932;10.8505
0;0;25;2.55;1.118;217;4.732942857;44.147728;11.0455
0;0;25;2.8;1.118;212;5.129614286;47.847784;11.971
0;0;25;3.05;1.118;211;4.498757143;41.963412;10.499
0;0;25;3.25;1.118;200;3.2386;30.2089;11.337
0.001;0.001;25;3.5;1.118;182;3.217428571;30.011356;18.7715
0.009;0.009;25;4.1;1.118;275;17.67098571;49.449248;43.3015
0.021;0.021;25;4.8;1.118;295;35.32502857;49.42554;49.4635
0.148;0.148;26;5.35;1.118;302;36.30241429;50.793056;50.832
0.304;0.29;26;5.95;1.118;301;41.28017143;57.757764;57.802
0.315;0.299;26;6.55;1.118;306;20.02248571;28.014768;28.0365
0.596;0.486;27;6.75;1.118;307;37.06604286;51.861512;51.9015
0.668;0.458;26;6.65;1.118;311;23.556;32.958736;32.984
0.655;0.357;26;6.3;1.118;293;30.1427;42.174616;42.207
0.475;0.279;26;5.85;1.118;277;31.84228571;44.552612;44.587
0.3;0.173;26;5.35;1.118;282;41.21382857;57.664952;64.923
0.13;0.069;25;5.15;1.118;285;17.89044286;31.2896;39.142
0;0;25;4.65;1.118;329;22.89538571;49.283716;73.9825
0;0;25;4.2;1.118;402;22.12912857;61.924628;92.9585
0;0;25;3.85;1.118;410;4.277;39.894808;59.888
0;0;25;3.5;1.118;379;5.018214286;46.808696;70.267
0;0;25;3.4;1.118;328;4.594885714;42.860004;48.2545
0;0;25;3.25;1.118;285;5.377042857;50.155824;31.3715
0;0;25;3.15;1.9321;255;4.764928571;44.446148;11.12
0;0;25;3.15;1.9321;235;3.951071429;36.854624;9.2205
0;0;25;3.25;1.9321;217;5.054171429;47.144092;11.795
0;0;25;3.5;1.9321;212;3.970828571;37.038896;9.267
0;0;25;3.25;1.9321;211;2.832942857;26.424968;6.6115
0;0;25;3.05;1.9321;200;3.465585714;32.326144;12.1315
0.014;0.014;25;2.9;1.9321;423;5.2294;48.77862;30.51
0.2;0.124;25;3.05;1.9321;265;17.90502857;50.10418;43.875
0.25;0.223;25;3.25;1.9321;278;34.80981429;48.704664;48.742
0.579;0.312;25;3.25;1.9321;291;31.66667143;44.306888;44.341
0.843;0.152;26;3.15;1.9321;303;34.89778571;48.827764;48.8655
0.936;0.154;26;3.05;1.9321;318;17.52878571;24.525672;24.5445
0.956;0.152;26;2.9;1.9321;332;31.1496;43.583424;43.617
0.911;0.121;26;2.8;1.9321;326;24.20687143;33.869408;33.8955
0.786;0.119;26;2.8;1.9321;305;24.43037143;34.182124;34.2085
0.602;0.111;26;3.05;1.9321;295;18.10732857;25.335132;25.3545
0.38;0.093;26;3.05;1.9321;281;25.68555714;35.938336;40.4615
0.148;0.06;26;2.8;1.9321;276;22.08164286;38.619824;48.312
0;0;25;2.35;1.9321;308;12.55908571;27.034196;40.5825
0;0;25;2.2;1.9321;403;13.92575714;38.968844;58.498
0;0;25;2.2;1.9321;409;2.9415;27.437668;41.188
0;0;25;2.2;1.9321;382;4.111042857;38.34688;57.5645
0;0;25;2.35;1.9321;329;3.516028571;32.79674;36.9245
0;0;25;2.45;1.9321;280;4.122114286;38.450088;24.05
0;0;25;2.55;1.2537;248;5.952471429;55.523268;13.8915
0;0;25;2.55;1.2537;200;5.103985714;47.608732;11.9115
0;0;25;2.55;1.2537;217;5.853542857;54.600428;13.6605
0;0;25;2.45;1.2537;212;6.453842857;60.199972;15.0615
0;0;25;2.35;1.2537;211;5.1148;47.709596;11.9365
0;0;25;2.35;1.2537;200;6.152357143;57.387724;19.3835
0.044;0.033;25;2.45;1.2537;245;6.642571429;61.960368;34.8795
0.252;0.099;25;2.45;1.2537;248;11.97371429;47.866308;37.7235
0.482;0.131;26;2.45;1.2537;259;24.13668571;48.244576;43.4535
0.56;0.325;26;2.45;1.2537;274;29.03101429;58.027388;52.265
0.731;0.361;27;2.7;1.2537;287;29.9281;59.820492;53.88
0.941;0.146;27;2.9;1.2537;302;23.65945714;47.290704;42.5945
0.962;0.142;27;3.15;1.2537;301;25.10998571;50.190028;45.206
0.911;0.128;27;3.5;1.2537;306;32.07232857;64.106408;57.74
0.787;0.122;27;3.85;1.2537;296;28.07088571;56.108292;50.5365
0.604;0.111;27;4.1;1.2537;290;27.35191429;54.671212;49.242
0.381;0.093;26;4.2;1.2537;278;25.26534286;50.500548;51.171
0.148;0.06;26;4.1;1.2537;276;21.42782857;53.537616;60.276
0;0;26;3.85;1.2537;320;20.27627143;62.3513;84.239
0;0;26;3.6;1.2537;407;8.616557143;34.445688;46.5375
0;0;26;3.4;1.2537;393;5.557142857;51.835744;70.032
0;0;26;3.15;1.2537;359;5.401414286;50.383076;68.0695
0;0;26;2.9;1.2537;301;5.914257143;55.166772;55.8995
0;0;26;2.8;1.2537;253;5.271442857;49.170812;27.68
0;0;26;2.8;0.4996;224;1.983071429;18.497624;4.628
0;0;26;2.8;0.4996;220;2.287757143;21.339628;5.339
0;0;25;2.8;0.4996;217;2.7068;25.248464;6.317
0;0;25;2.8;0.4996;212;2.533285714;23.629936;5.912
0;0;25;2.8;0.4996;211;2.143914286;19.997868;5.0035
0;0;25;2.9;0.4996;200;4.099142857;38.235892;12.9145
0.005;0.005;26;2.9;0.4996;229;3.309928571;30.874296;17.38
0.005;0.005;26;3.15;0.4996;240;9.522114286;38.065764;30
0.019;0.019;26;3.5;0.4996;278;8.114042857;16.218404;14.608
0.06;0.06;27;3.75;0.4996;283;17.19931429;34.37812;30.964
0.164;0.161;27;3.85;0.4996;297;17.40194286;34.783116;31.329
0.226;0.216;28;4.1;0.4996;306;14.28167143;28.546316;25.7115
0.432;0.4;28;4.45;0.4996;310;18.78084286;37.53928;33.8115
0.586;0.463;28;4.8;0.4996;306;21.26767143;42.509972;38.2885
0.585;0.389;27;5;0.4996;289;12.98957143;25.96366;23.3855
0.452;0.29;27;5.15;0.4996;283;19.42258571;38.822004;34.9665
0.215;0.182;27;5;0.4996;274;12.0124;24.010472;24.3295
0.104;0.077;27;4.8;0.4996;295;12.2078;30.501284;34.3405
0;0;26;4.55;0.4996;337;10.55561429;32.459452;43.854
0;0;26;4.45;0.4996;390;4.772585714;19.078984;25.7765
0;0;26;4.45;0.4996;387;2.8535;26.616728;35.96
0;0;26;4.55;0.4996;359;3.224628571;30.078544;40.6375
0;0;26;4.65;0.4996;301;3.803557143;35.478644;35.95
0;0;26;4.65;0.4996;254;2.692942857;25.119088;14.1405
0;0;26;4.65;0.4424;225;2.9514;27.529952;6.888
0;0;26;4.65;0.4424;220;5.439271429;50.736196;12.694
0;0;26;5;0.4424;217;3.180257143;29.664716;7.422
0;0;26;5.6;0.4424;212;3.948428571;36.829996;9.2145
0;0;26;6.2;0.4424;211;2.423871429;22.609296;5.6565
0;0;26;6.3;0.4424;217;2.7621;25.76428;9.669
0.027;0.027;26;6.05;0.4424;241;3.875271429;36.14768;22.6095
0.234;0.138;26;6.05;0.4424;251;9.125757143;25.536888;22.362
0.359;0.239;26;5.95;0.4424;264;25.90164286;36.240668;36.2685
0.536;0.338;27;5.7;0.4424;271;21.41965714;29.969628;29.9925
0.673;0.377;27;5.25;0.4424;290;21.57341429;30.184764;30.208
0.563;0.472;27;4.9;0.4424;310;18.09518571;25.318152;25.3375
0.7;0.495;28;4.65;0.4424;338;21.30865714;29.814328;29.8375
0.729;0.44;28;4.3;0.4424;321;18.72458571;26.198776;26.219
0.616;0.378;27;3.95;0.4424;310;21.57591429;30.188268;30.2115
0.432;0.296;27;3.75;0.4424;302;17.43875714;24.399704;24.4185
0.304;0.17;27;3.5;0.4424;288;19.19071429;26.850972;30.2305
0.114;0.074;26;3.25;0.4424;276;17.99874286;31.479016;39.379
0;0;26;3.15;0.4424;315;13.42318571;28.894236;43.3745
0;0;26;3.25;0.4424;391;11.74537143;32.867408;49.339
0;0;26;3.4;0.4424;403;3.709471429;34.601064;51.9415
0;0;26;3.5;0.4424;374;1.195357143;11.150016;16.738
0;0;26;3.5;0.4424;308;2.4594;22.9407;25.828
0;0;26;3.6;0.4424;259;2.2619;21.098468;13.1965
0;0;26;3.75;0.558;235;5.758914286;53.71776;13.44
0;0;26;3.85;0.558;222;2.684128571;25.036964;6.264
0;0;26;3.95;0.558;217;3.906757143;36.441304;9.1175
0;0;26;4.2;0.558;212;4.255828571;39.697392;9.932
0;0;26;4.45;0.558;211;4.466442857;41.661884;10.4235
0;0;26;4.65;0.558;217;3.7329;34.819572;13.0675
0.024;0.024;26;4.8;0.558;241;6.5922;61.49054;38.461
0.139;0.126;26;5.15;0.558;251;13.5329;37.869524;33.1615
0.291;0.239;26;5.25;0.558;264;45.50992857;63.675892;63.725
0.338;0.307;27;5.25;0.558;271;36.81942857;51.516456;51.556
0.065;0.065;27;5.25;0.558;290;36.2782;50.759196;50.798
0.197;0.189;27;5.15;0.558;301;22.59314286;31.61154;31.636
0.517;0.456;27;5;0.558;310;31.26538571;43.745436;43.779
0.669;0.463;27;4.8;0.558;318;30.27105714;42.3542;42.387
0.573;0.393;27;4.8;0.558;306;28.85988571;40.379752;40.411
0.48;0.278;27;4.8;0.558;293;34.70162857;48.553312;48.5905
0.225;0.184;27;4.9;0.558;286;27.86797143;38.991888;43.8995
0.109;0.076;26;5;0.558;273;29.7291;51.994904;65.0435
0;0;26;5;0.558;308;21.82484286;46.979308;70.523
0;0;26;4.9;0.558;394;13.95892857;39.061688;58.6375
0;0;26;5;0.558;402;4.6014;42.920788;64.4305
0;0;26;5.25;0.558;378;3.312057143;30.894068;46.3765
0;0;26;5.35;0.558;321;3.688828571;34.4085;38.7395
0;0;26;5.85;0.558;265;3.709442857;34.600784;21.642
0;0;26;6.3;0.6735;232;4.915085714;45.846796;11.4705
0;0;26;6.75;0.6735;211;3.937542857;36.728488;9.189
0;0;26;6.75;0.6735;215;5.605014286;52.282196;13.0805
0;0;26;6.65;0.6735;217;5.049085714;47.096708;11.783
0;0;26;6.65;0.6735;200;5.277185714;49.224416;12.3155
